Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Nane,Reviewer_Sart,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profil_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic
Ghana,Takoradi,Ecobank - Takoradi Main,+233 31 202 1250,"Plot No. 34, Axim Road, Harbour Commercial Area Pmb, Takoradi, Ghana",ecobank.com,Barimaba Kwadwo Nimako,4,NAN,2014-06-30,0,https://www.google.com/maps/contrib/105322081554082097060/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Gcb Bank Atm Takoradi Harbour,Not available,"V6Jx+5Ff, Takoradi, Ghana",gcbbank.com.gh,Ishimoto Abdullah,5,Gréement chez China Harbour Engineering Company,2024-04-28,0,https://www.google.com/maps/contrib/115048798136700839445/reviews?hl=fr,,0000-00-00,Gréement,Positive,"['flexible', 'pratique']"
Ghana,Takoradi,Gcb Bank Atm Takoradi Harbour,Not available,"V6Jx+5Ff, Takoradi, Ghana",gcbbank.com.gh,Ishimoto Abdullah,5,Gréement chez China Harbour Engineering Company,2024-04-28,0,https://www.google.com/maps/contrib/115048798136700839445/reviews?hl=fr,,0000-00-00,Organisation,Negative,"['confuse', 'lente']"
Ghana,Takoradi,Gcb Bank Atm Takoradi Harbour,Not available,"V6Jx+5Ff, Takoradi, Ghana",gcbbank.com.gh,Ishimoto Abdullah,5,Gréement chez China Harbour Engineering Company,2024-04-28,0,https://www.google.com/maps/contrib/115048798136700839445/reviews?hl=fr,,0000-00-00,Communication,Neutre,[]
Ghana,Takoradi,Sahel Sahara Bank Takoradi,+233 24 291 3993,"V6Wv+3Mc Sahel Sahara Bank, Takoradi, Ghana",not available,Emmanuel Somia-Kwaw,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/103571731340386498371/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Ut Bank -Takoradi - Shippers Council,+233 31 202 7188,"Shippers Council Building, 1St Floor, Shippers Council Rd, Takoradi 12345, Ghana",not available,Abdul,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/116195376352109940090/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Stanbic Bank - Takoradi Mall Branch,+233 30 281 5789,"Takoradi Mall Ptc Roundabout, Takoradi, Ghana",stanbicbank.com.gh,James Pittman,5,Le représentant de la succursale a été très serviable et patient pour m'aider à obtenir une nouvelle carte ATM. J'ai vraiment apprécié sa courtoisie et son professionnalisme dans le défi de signer la nouvelle carte de signature.,2023-06-28,0,https://www.google.com/maps/contrib/104781847064788272786/reviews?hl=fr,,0000-00-00,Succursale,Positive,"['serviable', 'patient']"
Ghana,Takoradi,Stanbic Bank - Takoradi Mall Branch,+233 30 281 5789,"Takoradi Mall Ptc Roundabout, Takoradi, Ghana",stanbicbank.com.gh,James Pittman,5,Le représentant de la succursale a été très serviable et patient pour m'aider à obtenir une nouvelle carte ATM. J'ai vraiment apprécié sa courtoisie et son professionnalisme dans le défi de signer la nouvelle carte de signature.,2023-06-28,0,https://www.google.com/maps/contrib/104781847064788272786/reviews?hl=fr,,0000-00-00,Service client,Positive,"['courtoisie', 'professionnalisme']"
Ghana,Takoradi,Bestpoint Savings And Loans Takoradi,+233 56 110 0694,"V6Wq+V82, Market Cir, Takoradi, Ghana",bestpointgh.com,Michael Kwenor,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/117023097838632902618/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Ut Bank -Takoradi Liberation Rd,+233 31 202 8228,"Liberation Road, Former Farrouk Building, Takoradi 12345, Ghana",not available,Otis Kodwo Brogya,3,NAN,2019-06-29,0,https://www.google.com/maps/contrib/108920297466026359376/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Takoradi,Fidelity Bank Ghana Ltd - Takoradi Market Circle Visa Atm,+233 30 221 4490,"V6Wr+Xf2, Market Cir, Takoradi, Ghana",fidelitybank.com.gh,Nab Scosco,1,NAN,2022-06-28,0,https://www.google.com/maps/contrib/100284584534308407494/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Ghana,Takoradi,Guaranty Trust Bank,+233 50 708 7369,"V6Wr+Jxh, Takoradi, Ghana",not available,Amewode Honesty,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/115534215792219906409/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Uba Ghana - Takoradi Branch Atm,+233 31 202 6330,"John Sarbah Road, No. 52/1 John Sarbah Road, Takoradi 12345, Ghana",ubagroup.com,Nii Dottey,5,Facile à localiser et j'ai récupéré mon argent,2023-08-02,1,https://www.google.com/maps/contrib/102940816511601294988/reviews?hl=fr,,0000-00-00,Facile à localiser,Positive,['rapide']
Ghana,Takoradi,Uba Ghana - Takoradi Branch Atm,+233 31 202 6330,"John Sarbah Road, No. 52/1 John Sarbah Road, Takoradi 12345, Ghana",ubagroup.com,Nii Dottey,5,Facile à localiser et j'ai récupéré mon argent,2023-08-02,1,https://www.google.com/maps/contrib/102940816511601294988/reviews?hl=fr,,0000-00-00,Récupéré mon argent,Positive,['simple']
Ghana,Takoradi,Standard Chartered - Takoradi Harbour Branch,+233 28 954 6014,"Harbour Road, Near Timber Export Dev'T Corp, Takoradi 12345, Ghana",not available,Sena Amuzu,5,NAN,2015-06-30,0,https://www.google.com/maps/contrib/101303442985793219609/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Standard Chartered - Takoradi Harbour Branch,+233 28 954 6014,"Harbour Road, Near Timber Export Dev'T Corp, Takoradi 12345, Ghana",not available,Sena Amuzu,5,NAN,2015-06-30,0,https://www.google.com/maps/contrib/101303442985793219609/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Standard Chartered - Takoradi Harbour Branch,+233 28 954 6014,"Harbour Road, Near Timber Export Dev'T Corp, Takoradi 12345, Ghana",not available,Sena Amuzu,5,NAN,2015-06-30,0,https://www.google.com/maps/contrib/101303442985793219609/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Takoradi,Fiaseman Rural Bank Limited,+233 31 229 1031,"V6Qm+R6W, Takoradi, Kokompe, Ghana",not available,Nana Entee,3,NAN,2022-06-28,0,https://www.google.com/maps/contrib/111253394568450560183/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Takoradi,Lower Pra Rural Bank,+233 55 415 9766,"V6Qm+C2F, Kokompe, Ghana",not available,Nutifafa Zanu,2,NAN,2016-06-29,0,https://www.google.com/maps/contrib/101608967254108799262/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Ghana,Wa,Societe Generale Ghana-Wa Branch,+233 30 266 3907,"3F6W+Q24, Wa - Mase Rd, Wa, Ghana",not available,Sixtus Bayaa,4,NAN,2024-04-28,0,https://www.google.com/maps/contrib/111127509567544358257/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Wa,Stanbic Bank - Wa Branch,+233 30 281 5789,"Wa Opposite Sg-Ssb Wa High Street, Wa, Ghana",stanbicbank.com.gh,Jonas Dery,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/105656964182171543238/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Axim,Gcb Bank,+233 30 396 0895,"3 Axim Rd, Axim, Ghana",gcbbank.com.gh,Sharon Yeboah,3,NAN,2014-06-30,0,https://www.google.com/maps/contrib/109103749134028960163/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Tema,"Consolidated Bank Ghana, Tema Branch",+233 30 221 6000,"Jxpw+Vf5, Tema, Ghana",not available,Fred Tagoe,5,NAN,2017-06-29,0,https://www.google.com/maps/contrib/113349416699775071833/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Atebubu,Agricultural Development Bank,Not available,"Q237+G7R, Atebubu, Ghana",not available,Frank Ofori-Kumah,4,NAN,2018-06-29,0,https://www.google.com/maps/contrib/112607585203224879621/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Berekum,Fidelity Bank - Berekum,+233 57 799 9737,"Plot No. 11, Fc28+46X Block ""B"" Sector 2 Dominase, Berekum, Ghana",fidelitybank.com.gh,Edina Adjei,3,NAN,2019-06-29,0,https://www.google.com/maps/contrib/111793535434411396001/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Koforidua,Ghana Commercial Bank - Koforidua Branch,+233 34 202 4431,"Linda Dor Plaza Opposite Barclays Bank, Ghana",not available,Francis Annan,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/112625038209452484913/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,Zenith Bank,+233 32 208 3281,"No. Og/A 37 Oguaa, Koforidua, Ghana",not available,Patience Anthony,5,J'ai eu une expérience incroyable avec eux pendant ma période de service national,2023-11-30,0,https://www.google.com/maps/contrib/117928149835346950198/reviews?hl=fr,,0000-00-00,expérience incroyable,Positive,['incroyable']
Ghana,Koforidua,Zenith Bank,+233 32 208 3281,"No. Og/A 37 Oguaa, Koforidua, Ghana",not available,Patience Anthony,5,J'ai eu une expérience incroyable avec eux pendant ma période de service national,2023-11-30,0,https://www.google.com/maps/contrib/117928149835346950198/reviews?hl=fr,,0000-00-00,période de service national,Neutral,[]
Ghana,Koforidua,Zenith Bank,+233 32 208 3281,"No. Og/A 37 Oguaa, Koforidua, Ghana",not available,Patience Anthony,5,J'ai eu une expérience incroyable avec eux pendant ma période de service national,2023-11-30,0,https://www.google.com/maps/contrib/117928149835346950198/reviews?hl=fr,,0000-00-00,eux,Positive,['eux']
Ghana,Koforidua,Republic Bank - Koforidua Branch,+233 34 202 6840,"Central Market, Antartic Plaza, Koforidua 12345, Ghana",not available,Mike Orji,4,NAN,2016-06-29,0,https://www.google.com/maps/contrib/101084180805453229022/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,Prudential Bank Ltd. - Koforidua Branch,+233 34 202 3134,"3Pqv+W27 Jackson Park, Koforidua, Ghana",prudentialbank.com.gh,Isaac Makafui Wealth Ametameh,4,NAN,2023-11-30,0,https://www.google.com/maps/contrib/112711799857796434326/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,Adb - Koforidua,+233 34 202 2235,"3Pvq+Cwv, Koforidua, Ghana",agricbank.com,Francis Annan,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/112625038209452484913/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,Societe Generale Ghana-Koforidua Branch,+233 34 202 2778,"3Prq+Vw6, Koforidua, Ghana",not available,Maxwell Nana Osei,4,Service client plus rapide,2020-06-28,0,https://www.google.com/maps/contrib/102535063638482038733/reviews?hl=fr,,0000-00-00,Service rapide et efficace,Positive,"['rapidite', 'efficacite', 'convenience']"
Ghana,Koforidua,Societe Generale Ghana-Koforidua Branch,+233 34 202 2778,"3Prq+Vw6, Koforidua, Ghana",not available,Maxwell Nana Osei,4,Service client plus rapide,2020-06-28,0,https://www.google.com/maps/contrib/102535063638482038733/reviews?hl=fr,,0000-00-00,Problèmes avec les répétitions,Negative,"['ennui', 'frustration']"
Ghana,Koforidua,Societe Generale Ghana-Koforidua Branch,+233 34 202 2778,"3Prq+Vw6, Koforidua, Ghana",not available,Maxwell Nana Osei,4,Service client plus rapide,2020-06-28,0,https://www.google.com/maps/contrib/102535063638482038733/reviews?hl=fr,,0000-00-00,Bilan,Neutre,[]
Ghana,Koforidua,Fidelity Bank - Koforidua,+233 57 799 9399,"Ssnit, Sector 1, Central Area, Tutuwaa Building, Opposite Vodafone, Koforidua, Ghana",not available,Charles Jojo Entsi,4,NAN,2017-06-29,0,https://www.google.com/maps/contrib/103486637796237169451/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,Fidelity Bank Ghana Ltd - Koforidua Visa Atm,+233 30 221 4490,"3Ppq+Q2W, Koforidua, Ghana",fidelitybank.com.gh,Amanda Owen,3,NAN,2016-06-29,0,https://www.google.com/maps/contrib/112779298003117424615/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Koforidua,"Access Bank Ghana Ltd, Koforidua",Not available,"3Pvr+V59, Unnamed Road, Koforidua, Ghana",not available,Cecil Asiamah Nkansah,3,NAN,2019-06-29,0,https://www.google.com/maps/contrib/118179249348837542588/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Koforidua,Republic Bank - Koforidua Branch Atm,+233 28 508 5535,"Central Market, Antartic Plaza, Koforidua 12345, Ghana",not available,Power Channel,2,Les ateliers devraient servir de place rapide.,2015-06-30,0,https://www.google.com/maps/contrib/109751167379609245706/reviews?hl=fr,,0000-00-00,Ateliers,Positive,"['rapid', 'place']"
Ghana,Koforidua,Republic Bank - Koforidua Branch Atm,+233 28 508 5535,"Central Market, Antartic Plaza, Koforidua 12345, Ghana",not available,Power Channel,2,Les ateliers devraient servir de place rapide.,2015-06-30,0,https://www.google.com/maps/contrib/109751167379609245706/reviews?hl=fr,,0000-00-00,Résultats,Neutral,[]
Ghana,Koforidua,Republic Bank - Koforidua Branch Atm,+233 28 508 5535,"Central Market, Antartic Plaza, Koforidua 12345, Ghana",not available,Power Channel,2,Les ateliers devraient servir de place rapide.,2015-06-30,0,https://www.google.com/maps/contrib/109751167379609245706/reviews?hl=fr,,0000-00-00,Service,Negative,['lent']
Ghana,Koforidua,Republic Bank - Koforidua Branch Atm,+233 28 508 5535,"Central Market, Antartic Plaza, Koforidua 12345, Ghana",not available,Power Channel,2,Les ateliers devraient servir de place rapide.,2015-06-30,0,https://www.google.com/maps/contrib/109751167379609245706/reviews?hl=fr,,0000-00-00,Formation,Neutral,[]
Ghana,Koforidua,Societe Generale Ghana-Ktu Campus,Not available,"3P7P+V26, Koforidua, Ghana",not available,Maxwell Nana Osei,4,Mini salle bancaire avec guichet automatique. Meilleure banque du campus,2019-06-29,2,https://www.google.com/maps/contrib/102535063638482038733/reviews?hl=fr,,0000-00-00,Mini salle bancaire avec guichet automatique,Positive,"['meilleur que les autres', 'rapide']"
Ghana,Koforidua,Societe Generale Ghana-Ktu Campus,Not available,"3P7P+V26, Koforidua, Ghana",not available,Maxwell Nana Osei,4,Mini salle bancaire avec guichet automatique. Meilleure banque du campus,2019-06-29,2,https://www.google.com/maps/contrib/102535063638482038733/reviews?hl=fr,,0000-00-00,Meilleure banque du campus,Positive,"['pratique', 'proche']"
Ghana,Koforidua,"South Akim Rural Bank,Koforidua",+233 34 202 2647,"3Pvv+Rpp, Koforidua, Ghana",sarbgh.com,Francis Asare Yawson,5,NAN,2018-06-29,0,https://www.google.com/maps/contrib/110461876825028794411/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,Absa | Branch | Koforidua,+233 34 202 2228,"N. O. Hwedie Street Legion Link, Koforidua, Ghana",absa.com.gh,Brian Akwesi Banahene Abdellah,4,C'était ok.,2023-06-28,0,https://www.google.com/maps/contrib/103069520750754098654/reviews?hl=fr,,0000-00-00,C était ok.,Positive,"['c', 'était', 'ok']"
Ghana,Koforidua,Barclay Bank,+233 34 202 2228,"B2 Station Road, Koforidua, Ghana",not available,Gabriel Larbi,4,NAN,2017-06-29,0,https://www.google.com/maps/contrib/100080734676605884670/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,Calbank,+233 59 386 9548,"En-026-0994 Prince Boateng Roundabout, Koforidua, Ghana",calbank.net,Jerible Osei,4,NAN,2022-06-28,0,https://www.google.com/maps/contrib/100408230679888022742/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,"Mumuadu Rural Bank, Koforidua",Not available,"3Prq+Wqp, Unnamed Road, Koforidua, Ghana",not available,Orlando Kwao,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/101837320522759794775/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,Gcb Bank,+233 54 107 6963,"Unnamed Road, Koforidua, Ghana",gcbbank.com.gh,Samuel Boateng,5,J'adore cette application,2023-06-28,0,https://www.google.com/maps/contrib/115967057042863531246/reviews?hl=fr,,0000-00-00,J'adore cette application,Positive,"['rapide', 'facile à utiliser']"
Ghana,Koforidua,"Arb Apex Bank, Koforidua",+233 59 691 0618,"3P9X+Cj6, Adweso, Achika Junction, Koforidua, Ghana",not available,Nyedzi Joshua,5,NAN,2023-10-01,0,https://www.google.com/maps/contrib/100885385621340691110/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,"Arb Apex Bank, Koforidua",+233 59 691 0618,"3P9X+Cj6, Adweso, Achika Junction, Koforidua, Ghana",not available,Nyedzi Joshua,5,NAN,2023-10-01,0,https://www.google.com/maps/contrib/100885385621340691110/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,Ut Bank -Koforidua Atm,+233 20 211 4848,"Linda Dor Plaza, Opposite Barclays Bank, Effiduase 12345, Ghana",not available,Juliet Ibrahim,5,"Bonjour, je suis nouveau ici et je m'appelle Sadat",2015-06-30,0,https://www.google.com/maps/contrib/104802184026473605802/reviews?hl=fr,,0000-00-00,Bonjour,Positive,"['je', 'nous', 'ici']"
Ghana,Koforidua,Ut Bank -Koforidua Atm,+233 20 211 4848,"Linda Dor Plaza, Opposite Barclays Bank, Effiduase 12345, Ghana",not available,Juliet Ibrahim,5,"Bonjour, je suis nouveau ici et je m'appelle Sadat",2015-06-30,0,https://www.google.com/maps/contrib/104802184026473605802/reviews?hl=fr,,0000-00-00,Suis,Negative,[]
Ghana,Koforidua,Ut Bank -Koforidua Atm,+233 20 211 4848,"Linda Dor Plaza, Opposite Barclays Bank, Effiduase 12345, Ghana",not available,Juliet Ibrahim,5,"Bonjour, je suis nouveau ici et je m'appelle Sadat",2015-06-30,0,https://www.google.com/maps/contrib/104802184026473605802/reviews?hl=fr,,0000-00-00,nouveau,Neutre,[]
Ghana,Koforidua,Ut Bank -Koforidua Atm,+233 20 211 4848,"Linda Dor Plaza, Opposite Barclays Bank, Effiduase 12345, Ghana",not available,Juliet Ibrahim,5,"Bonjour, je suis nouveau ici et je m'appelle Sadat",2015-06-30,0,https://www.google.com/maps/contrib/104802184026473605802/reviews?hl=fr,,0000-00-00,et,Positive,"[""m'appelle"", 'Sadat']"
Ghana,Koforidua,Sg-Ssb Bank,Not available,"3Prq+Vw6, Koforidua, Ghana",not available,Prince Atsu,3,Bon service,2017-06-29,0,https://www.google.com/maps/contrib/102485595812182723616/reviews?hl=fr,,0000-00-00,Bon service,Positive,"['rapidement', 'simple']"
Ghana,Koforidua,Sg-Ssb Bank,Not available,"3Prq+Vw6, Koforidua, Ghana",not available,Prince Atsu,3,Bon service,2017-06-29,0,https://www.google.com/maps/contrib/102485595812182723616/reviews?hl=fr,,0000-00-00,Bienvenue,Positive,"['chaleureux', 'amical']"
Ghana,Koforidua,Sg-Ssb Bank,Not available,"3Prq+Vw6, Koforidua, Ghana",not available,Prince Atsu,3,Bon service,2017-06-29,0,https://www.google.com/maps/contrib/102485595812182723616/reviews?hl=fr,,0000-00-00,Tarification,Negative,['coûteuse']
Ghana,Koforidua,Opportunity International Savings And Loans Ltd,+233 30 261 0000,"3Prv+53P, Koforidua, Ghana",not available,The O Factor,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/117073288857048125142/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,Opportunity International Savings And Loans Ltd,+233 30 261 0000,"3Prv+53P, Koforidua, Ghana",not available,The O Factor,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/117073288857048125142/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Koforidua,Adb - Suhum,+233 34 252 2373,"Suhum Koforidua Road, Suhum T Juction, Koforidua 12345, Ghana",not available,David Addo-Yobo,5,Belle expérience,2023-10-01,0,https://www.google.com/maps/contrib/109348306475526927076/reviews?hl=fr,,0000-00-00,Belle expérience,Positive,"['Sensationnelle', 'Mémorable']"
Ghana,Koforidua,Adb - Suhum,+233 34 252 2373,"Suhum Koforidua Road, Suhum T Juction, Koforidua 12345, Ghana",not available,David Addo-Yobo,5,Belle expérience,2023-10-01,0,https://www.google.com/maps/contrib/109348306475526927076/reviews?hl=fr,,0000-00-00,Cuisine décevante,Negative,"['Résultat moyen', 'Dissatisfaisant']"
Ghana,Koforidua,Adb - Suhum,+233 34 252 2373,"Suhum Koforidua Road, Suhum T Juction, Koforidua 12345, Ghana",not available,David Addo-Yobo,5,Belle expérience,2023-10-01,0,https://www.google.com/maps/contrib/109348306475526927076/reviews?hl=fr,,0000-00-00,Ambiance agréable,Neutral,[]
Ghana,Koforidua,Izwe Savings & Loans Koforidua,+233 34 202 3000,"Baamuhene St Ground Floor, Koforidua, Ghana",izweghana.com,Annan Evans,1,NAN,2022-06-28,0,https://www.google.com/maps/contrib/104481131495864217517/reviews?hl=fr,Nous sommes désolés de voir cela ! Veuillez nous fournir plus d'informations sur la façon dont nous pouvons nous améliorer à customersupport@izweghana.com ou au +233 (0) 302 208 222.,0000-00-00,Expérience,Negative,[]
Ghana,Koforidua,S&J Forex Bureau Ltd,+233 20 812 2138,"P. O. Box 642, Koforidua, Ghana",not available,Jessica Gyanwa,5,"Je pense que ce bureau est sous-estimé.
Le bureau est très cool. Le service client est 💯.. ils vous informent du taux en vigueur avant de prendre votre argent.
Je recommanderai S&J @ koforidua Ghana à tout le monde …",2023-06-28,1,https://www.google.com/maps/contrib/110839006072898131472/reviews?hl=fr,,0000-00-00,Bureau,Positive,"['très cool', 'sous-estimé']"
Ghana,Koforidua,S&J Forex Bureau Ltd,+233 20 812 2138,"P. O. Box 642, Koforidua, Ghana",not available,Jessica Gyanwa,5,"Je pense que ce bureau est sous-estimé.
Le bureau est très cool. Le service client est 💯.. ils vous informent du taux en vigueur avant de prendre votre argent.
Je recommanderai S&J @ koforidua Ghana à tout le monde …",2023-06-28,1,https://www.google.com/maps/contrib/110839006072898131472/reviews?hl=fr,,0000-00-00,Service client,Positive,"['💯', 'informent']"
Ghana,Nkawkaw,Absa | Branch | Nkawkaw,+233 57 770 2034,"Behind Market Square Plot 14, Nkawkaw, Ghana",absa.com.gh,Sackey Emmanuel,5,NAN,2021-06-28,0,https://www.google.com/maps/contrib/103018355970218127069/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Techiman,"Unibank Ghana Limited, Techiman",+233 24 796 2962,"H3M7+W6X, Tamale Road, Techiman, Ghana",not available,Boadu Frederick,5,NAN,2016-06-29,0,https://www.google.com/maps/contrib/115811368807299611178/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Techiman,Fbn Bank -Techiman Branch,+233 24 498 3994,"Techiman, Ghana",fbnbankghana.com,Beatrice Asare,5,NAN,2020-06-28,0,https://www.google.com/maps/contrib/110801476949768112726/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Techiman,Fidelity Bank - Techiman,+233 57 799 9068,"Near The Tamale Lorry Station, Techiman, Ghana",fidelitybank.com.gh,Sam Good,2,NAN,2022-06-28,0,https://www.google.com/maps/contrib/118372540174444222862/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Ghana,Techiman,Prudential Bankltd. - Techiman Branch,Not available,"H3P6+Qv7, Techiman, Ghana",prudential.com.gh,Agyemang Seth,5,Bon service client,2019-06-29,1,https://www.google.com/maps/contrib/111696191553478175429/reviews?hl=fr,,0000-00-00,bon service client,Positive,"['rapide', 'courtois']"
Ghana,Techiman,Prudential Bankltd. - Techiman Branch,Not available,"H3P6+Qv7, Techiman, Ghana",prudential.com.gh,Agyemang Seth,5,Bon service client,2019-06-29,1,https://www.google.com/maps/contrib/111696191553478175429/reviews?hl=fr,,0000-00-00,problème résolu,Positive,"['soigneux', 'efficient']"
Ghana,Techiman,Prudential Bankltd. - Techiman Branch,Not available,"H3P6+Qv7, Techiman, Ghana",prudential.com.gh,Agyemang Seth,5,Bon service client,2019-06-29,1,https://www.google.com/maps/contrib/111696191553478175429/reviews?hl=fr,,0000-00-00,expérience générale,Positive,"['satisfaite', 'amusante']"
Ghana,Techiman,Prudential Bankltd. - Techiman Branch,Not available,"H3P6+Qv7, Techiman, Ghana",prudential.com.gh,Agyemang Seth,5,Bon service client,2019-06-29,1,https://www.google.com/maps/contrib/111696191553478175429/reviews?hl=fr,,0000-00-00,service en ligne,Neutral,"['facile', 'peu fiable']"
Ghana,Techiman,Prudential Bankltd. - Techiman Branch,Not available,"H3P6+Qv7, Techiman, Ghana",prudential.com.gh,Agyemang Seth,5,Bon service client,2019-06-29,1,https://www.google.com/maps/contrib/111696191553478175429/reviews?hl=fr,,0000-00-00,contact par téléphone,Negative,"['lourd', 'longue attente']"
Ghana,Techiman,Absa | Branch | Techiman,+233 35 252 2428,"Opposite Busumfo Fie Techiman West Legon Bono East, Techiman, Ghana",absa.com.gh,David Bukari,3,NAN,2017-06-29,0,https://www.google.com/maps/contrib/103503939474188616353/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Techiman,Adb - Techiman,+233 35 209 1080,"Techiman-Tamale Road, Near The Tamale Statiion, 12345, Ghana",not available,Prof.Daniel Aziz,1,NAN,2017-06-29,0,https://www.google.com/maps/contrib/111684286069803796150/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
Ghana,Techiman,Gtbank Techiman Branch,+233 35 252 2002,"H3P6+Qv7, Techiman, Ghana",gtbghana.com,Ampah Isaac,1,NAN,2017-06-29,0,https://www.google.com/maps/contrib/113706370010220399840/reviews?hl=fr,Merci.,0000-00-00,Expérience,Negative,[]
Ghana,Techiman,Gcb Bank,+233 30 266 4910,"Techiman, Ghana",gcbbank.com.gh,Mintah Afriyie Augustina,3,NAN,2018-06-29,0,https://www.google.com/maps/contrib/113701754121640477322/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Techiman,Bank And Classic Fm,+233 20 778 7315,"H3P9+W35, Techiman - Nkoranza Rd, Techiman, Ghana",not available,Victor Ampaw,3,NAN,2019-06-29,0,https://www.google.com/maps/contrib/102992441273030034577/reviews?hl=fr,,0000-00-00,Expérience,Neutral,[]
Ghana,Techiman,Gcb Market Branch,Not available,"H3J3+Cvm, Techiman, Ghana",not available,Richard Ofori (Lutherguy2109),4,Bonnes prestations,2019-06-29,15,https://www.google.com/maps/contrib/105510815578615190352/reviews?hl=fr,,0000-00-00,Bonnes prestations,Positive,"['rapide', 'simple', 'efficace']"
Ghana,Techiman,National Investment Bank,Not available,"H3M7+R78, Techiman, Ghana",not available,Agyemang Seth,5,NAN,2019-06-29,0,https://www.google.com/maps/contrib/111696191553478175429/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Techiman,Unicredit Ghana Limited Techiman Branch,+233 35 252 2170,"H3J7+Mpx Twafohene Palace Main, Techiman - Nkoranza Rd, Techiman, Ghana",not available,Theresah Ameyaw,5,NAN,2023-09-01,0,https://www.google.com/maps/contrib/110018006717764956873/reviews?hl=fr,,0000-00-00,Expérience,Positive,[]
Ghana,Techiman,Calbank,+233 59 382 3331,"N10, Akumadan, Techiman, Ghana",calbank.net,Febby'S World,1,NAN,2023-06-28,0,https://www.google.com/maps/contrib/100285504646624667513/reviews?hl=fr,,0000-00-00,Expérience,Negative,[]
